P0150,Circuit de chauffage du capteur O2 Dysfonctionnement (Banc 1 Capteur 3)
P0151,Circuit capteur O2 Dysfonctionnement (Banc 2 Capteur 1)
P0152,Circuit capteur O2 Tension faible (Banc 2 Capteur 1)
P0153,Circuit capteur O2 Tension élevée (Banc 2 Capteur 1)
P0154,Circuit capteur O2 Réponse lente (Banc 2 Capteur 1)
P0155,Circuit capteur O2 Aucune activité détectée (Banc 2 Capteur 1)
P0156,Circuit de chauffage du capteur O2 Dysfonctionnement (Banc 2 Capteur 1)
P0157,Circuit capteur O2 Dysfonctionnement (Banc 2 Capteur 2)
P0158,Circuit capteur O2 Tension faible (Banc 2 Capteur 2)
P0159,Circuit capteur O2 Tension élevée (Banc 2 Capteur 2)
P0160,Circuit capteur O2 Réponse lente (Banc 2 Capteur 2)
P0161,Circuit capteur O2 Aucune activité détectée (Banc 2 Capteur 2)
P0162,Circuit de chauffage du capteur O2 Dysfonctionnement (Banc 2 Capteur 2)
P0163,Circuit capteur O2 Dysfonctionnement (Banc 2 Capteur 3)
P0164,Circuit capteur O2 Tension faible (Banc 2 Capteur 3)
P0165,Circuit capteur O2 Tension élevée (Banc 2 Capteur 3)
P0166,Circuit capteur O2 Réponse lente (Banc 2 Capteur 3)
P0167,Circuit capteur O2 Aucune activité détectée (Banc 2 Capteur 3)
P0170,Circuit de chauffage du capteur O2 Dysfonctionnement (Banc 2 Capteur 3)
P0171,Correction de carburant Dysfonctionnement (Banc 1)
P0172,Correction de carburant Système Pauvre (Banc 1)
P0173,Correction de carburant too Riche (Banc 1)
P0174,Correction de carburant Dysfonctionnement (Banc 2)
P0175,Correction de carburant too Pauvre (Banc 2)
P0176,Correction de carburant too Riche (Banc 2)
P0177,Fuel Composition Capteur Circuit Dysfonctionnement
P0178,Fuel Composition Capteur Circuit Plage/performance
P0179,Fuel Composition Capteur Circuit bas Input
P0180,Fuel Composition Capteur Circuit haut Input
P0181,Fuel Température Capteur A Circuit Dysfonctionnement
P0182,Fuel Température Capteur A Circuit Plage/performance
P0183,Fuel Température Capteur A Circuit bas Input
P0184,Fuel Température Capteur A Circuit haut Input
P0185,Fuel Température Capteur A Circuit Intermittent
P0186,Fuel Température Capteur B Circuit Dysfonctionnement
P0187,Fuel Température Capteur B Circuit Plage/performance
P0188,Fuel Température Capteur B Circuit bas Input
P0189,Fuel Température Capteur B Circuit haut Input
P0190,Fuel Température Capteur B Circuit Intermittent
P0191,Pression du rail de carburant Capteur Circuit Dysfonctionnement
P0192,Pression du rail de carburant Capteur Circuit Plage/performance
P0193,Pression du rail de carburant Capteur Circuit bas Input
P0194,Pression du rail de carburant Capteur Circuit haut Input
P0195,Pression du rail de carburant Capteur Circuit Intermittent
P0196,Température de l'huile moteur Capteur Dysfonctionnement
P0197,Température de l'huile moteur Capteur Plage/performance
P0198,Température de l'huile moteur Capteur Low
P0199,Température de l'huile moteur Capteur High
P0200,Température de l'huile moteur Capteur Intermittent
P0201,Circuit d'injecteur Dysfonctionnement
P0202,Circuit d'injecteur Dysfonctionnement - Cylindre 1
P0203,Circuit d'injecteur Dysfonctionnement - Cylindre 2
P0204,Circuit d'injecteur Dysfonctionnement - Cylindre 3
P0205,Circuit d'injecteur Dysfonctionnement - Cylindre 4
P0206,Circuit d'injecteur Dysfonctionnement - Cylindre 5
P0207,Circuit d'injecteur Dysfonctionnement - Cylindre 6
P0208,Circuit d'injecteur Dysfonctionnement - Cylindre 7
P0209,Circuit d'injecteur Dysfonctionnement - Cylindre 8
P0210,Circuit d'injecteur Dysfonctionnement - Cylindre 9
P0211,Circuit d'injecteur Dysfonctionnement - Cylindre 10
P0212,Circuit d'injecteur Dysfonctionnement - Cylindre 11
P0213,Circuit d'injecteur Dysfonctionnement - Cylindre 12
P0214,Démarrage à froid Injector 1 Dysfonctionnement
P0215,Démarrage à froid Injector 2 Dysfonctionnement
P0216,Engine Shutoff Solénoïde Dysfonctionnement
P0217,Calage de l'injection Contrôle Circuit Dysfonctionnement
P0218,Engine Overtemp Condition
P0219,Transmission Over Température Condition
P0220,Engine Overspeed Condition
P0221,Throttle/Petal Position Capteur/Interrupteur B Circuit Dysfonctionnement
P0222,Throttle/Petal Position Capteur/Interrupteur B Circuit Problème de plage/performance
P0223,Throttle/Petal Position Capteur/Interrupteur B Circuit bas Input
P0224,Throttle/Petal Position Capteur/Interrupteur B Circuit haut Input
P0225,Throttle/Petal Position Capteur/Interrupteur B Circuit Intermittent
P0226,Throttle/Petal Position Capteur/Interrupteur C Circuit Dysfonctionnement
P0227,Throttle/Petal Position Capteur/Interrupteur C Circuit Problème de plage/performance
P0228,Throttle/Petal Position Capteur/Interrupteur C Circuit bas Input
P0229,Throttle/Petal Position Capteur/Interrupteur C Circuit haut Input
P0230,Throttle/Petal Position Capteur/Interrupteur C Circuit Intermittent
P0231,Fuel Pompe Primary Circuit Dysfonctionnement
P0232,Fuel Pompe Secondary Circuit bas
P0233,Fuel Pompe Secondary Circuit haut
P0234,Fuel Pompe Secondary Circuit Intermittent
P0235,Engine Overboost Condition
P0236,Turbocompresseur Boost Capteur A Circuit Dysfonctionnement
P0237,Turbocompresseur Boost Capteur A Circuit Plage/performance
P0238,Turbocompresseur Boost Capteur A Circuit bas
P0239,Turbocompresseur Boost Capteur A Circuit haut
P0240,Turbocompresseur Boost Capteur B Dysfonctionnement
P0241,Turbocompresseur Boost Capteur B Circuit Plage/performance
P0242,Turbocompresseur Boost Capteur B Circuit bas
P0243,Turbocompresseur Boost Capteur B Circuit haut
P0244,Turbocompresseur Wastegate Solénoïde A Dysfonctionnement
P0245,Turbocompresseur Wastegate Solénoïde A Plage/performance
P0246,Turbocompresseur Wastegate Solénoïde A Low
P0247,Turbocompresseur Wastegate Solénoïde A High
P0248,Turbocompresseur Wastegate Solénoïde B Dysfonctionnement
P0249,Turbocompresseur Wastegate Solénoïde B Plage/performance
P0250,Turbocompresseur Wastegate Solénoïde B Low
P0251,Turbocompresseur Wastegate Solénoïde B High
P0252,"Injection Pompe Fuel Metering Contrôle ""A"" Dysfonctionnement (Cam/Rotor/Injector)"
P0253,"Injection Pompe Fuel Metering Contrôle ""A"" Plage/performance (Cam/Rotor/Injector)"
P0254,"Injection Pompe Fuel Metering Contrôle ""A"" Low (Cam/Rotor/Injector)"
P0255,"Injection Pompe Fuel Metering Contrôle ""A"" High (Cam/Rotor/Injector)"
P0256,"Injection Pompe Fuel Metering Contrôle ""A"" Intermittent (Cam/Rotor/Injector)"
P0257,"Injection Pompe Fuel Metering Contrôle ""B"" Dysfonctionnement (Cam/Rotor/Injector)"
P0258,"Injection Pompe Fuel Metering Contrôle ""B"" Plage/performance (Cam/Rotor/Injector)"
P0259,"Injection Pompe Fuel Metering Contrôle ""B"" Low (Cam/Rotor/Injector)"
P0260,"Injection Pompe Fuel Metering Contrôle ""B"" High (Cam/Rotor/Injector)"
P0261,"Injection Pompe Fuel Metering Contrôle ""B"" Intermittent (Cam/Rotor/Injector)"
P0262,Cylindre 1 Circuit d'injecteur Low
P0263,Cylindre 1 Circuit d'injecteur High
P0264,Cylindre 1 Contribution/Balance Défaut
P0265,Cylindre 2 Circuit d'injecteur Low
P0266,Cylindre 2 Circuit d'injecteur High
P0267,Cylindre 2 Contribution/Balance Défaut
P0268,Cylindre 3 Circuit d'injecteur Low
P0269,Cylindre 3 Circuit d'injecteur High
P0270,Cylindre 3 Contribution/Balance Défaut
P0271,Cylindre 4 Circuit d'injecteur Low
P0272,Cylindre 4 Circuit d'injecteur High
P0273,Cylindre 4 Contribution/Balance Défaut
P0274,Cylindre 5 Circuit d'injecteur Low
P0275,Cylindre 5 Circuit d'injecteur High
P0276,Cylindre 5 Contribution/Balance Défaut
P0277,Cylindre 6 Circuit d'injecteur Low
P0278,Cylindre 6 Circuit d'injecteur High
P0279,Cylindre 6 Contribution/Balance Défaut
P0280,Cylindre 7 Circuit d'injecteur Low
P0281,Cylindre 7 Circuit d'injecteur High
P0282,Cylindre 7 Contribution/Balance Défaut
P0283,Cylindre 8 Circuit d'injecteur Low
P0284,Cylindre 8 Circuit d'injecteur High
P0285,Cylindre 8 Contribution/Balance Défaut
P0286,Cylindre 9 Circuit d'injecteur Low
P0287,Cylindre 9 Circuit d'injecteur High
P0288,Cylindre 9 Contribution/Balance Défaut
P0289,Cylindre 10 Circuit d'injecteur Low
P0290,Cylindre 10 Circuit d'injecteur High
P0291,Cylindre 10 Contribution/Balance Défaut
P0292,Cylindre 11 Circuit d'injecteur Low
P0293,Cylindre 11 Circuit d'injecteur High
P0294,Cylindre 11 Contribution/Balance Défaut
P0295,Cylindre 12 Circuit d'injecteur Low
P0296,Cylindre 12 Circuit d'injecteur High
P0300,Cylindre 12 Contribution/Range Défaut
P0301,Ratés d'allumage détectés sur plusieurs cylindres
P0302,Cylindre 1 Raté d'allumage détecté
P0303,Cylindre 2 Raté d'allumage détecté
P0304,Cylindre 3 Raté d'allumage détecté
P0305,Cylindre 4 Raté d'allumage détecté
P0306,Cylindre 5 Raté d'allumage détecté
P0307,Cylindre 6 Raté d'allumage détecté
P0308,Cylindre 7 Raté d'allumage détecté
P0309,Cylindre 8 Raté d'allumage détecté
P0310,Cylindre 9 Raté d'allumage détecté
P0311,Cylindre 10 Raté d'allumage détecté
P0312,Cylindre 11 Raté d'allumage détecté
P0320,Cylindre 12 Raté d'allumage détecté
P0321,Ignition/Distributor Engine Vitesse Input Circuit Dysfonctionnement
P0322,Ignition/Distributor Engine Vitesse Input Circuit Plage/performance
P0323,Ignition/Distributor Engine Vitesse Input Circuit No Signal
P0325,Ignition/Distributor Engine Vitesse Input Circuit Intermittent
P0326,Capteur de cliquetis 1 Circuit Dysfonctionnement (Banc 1 or Single Capteur)
P0327,Capteur de cliquetis 1 Circuit Plage/performance (Banc 1 or Single Capteur)
P0328,Capteur de cliquetis 1 Circuit bas Input (Banc 1 or Single Capteur)
P0329,Capteur de cliquetis 1 Circuit haut Input (Banc 1 or Single Capteur)
P0330,Capteur de cliquetis 1 Circuit Intermittent (Banc 1 or Single Capteur)
P0331,Capteur de cliquetis 2 Circuit Dysfonctionnement (Banc 2)
P0332,Capteur de cliquetis 2 Circuit Plage/performance (Banc 2)
P0333,Capteur de cliquetis 2 Circuit bas Input (Banc 2)
P0334,Capteur de cliquetis 2 Circuit haut Input (Banc 2)
P0335,Capteur de cliquetis 2 Circuit Intermittent (Banc 2)
P0336,Position du vilebrequin Capteur A Circuit Dysfonctionnement
P0337,Position du vilebrequin Capteur A Circuit Plage/performance
P0338,Position du vilebrequin Capteur A Circuit bas Input
P0339,Position du vilebrequin Capteur A Circuit haut Input
P0340,Position du vilebrequin Capteur A Circuit Intermittent
P0341,Position de l'arbre à cames Capteur Circuit Dysfonctionnement
P0342,Position de l'arbre à cames Capteur Circuit Plage/performance
P0343,Position de l'arbre à cames Capteur Circuit bas Input
P0344,Position de l'arbre à cames Capteur Circuit haut Input
P0350,Position de l'arbre à cames Capteur Circuit Intermittent
P0351,Bobine d'allumage Primary/Secondary Circuit Dysfonctionnement
P0352,Bobine d'allumage A Primary/Secondary Circuit Dysfonctionnement
P0353,Bobine d'allumage B Primary/Secondary Circuit Dysfonctionnement
P0354,Bobine d'allumage C Primary/Secondary Circuit Dysfonctionnement
P0355,Bobine d'allumage D Primary/Secondary Circuit Dysfonctionnement
P0356,Bobine d'allumage E Primary/Secondary Circuit Dysfonctionnement
P0357,Bobine d'allumage F Primary/Secondary Circuit Dysfonctionnement
P0358,Bobine d'allumage G Primary/Secondary Circuit Dysfonctionnement
P0359,Bobine d'allumage H Primary/Secondary Circuit Dysfonctionnement
P0360,Bobine d'allumage I Primary/Secondary Circuit Dysfonctionnement
P0361,Bobine d'allumage J Primary/Secondary Circuit Dysfonctionnement
P0362,Bobine d'allumage K Primary/Secondary Circuit Dysfonctionnement
P0370,Bobine d'allumage L Primary/Secondary Circuit Dysfonctionnement
P0371,Calage Référence High Resolution Signal A Dysfonctionnement
P0372,Calage Référence High Resolution Signal A Too Many Pulses
P0373,Calage Référence High Resolution Signal A Too Few Pulses
P0374,Calage Référence High Resolution Signal A Intermittent/Erratic Pulses
P0375,Calage Référence High Resolution Signal A No Pulses
P0376,Calage Référence High Resolution Signal B Dysfonctionnement
P0377,Calage Référence High Resolution Signal B Too Many Pulses
P0378,Calage Référence High Resolution Signal B Too Few Pulses
P0379,Calage Référence High Resolution Signal B Intermittent/Erratic Pulses
P0380,Calage Référence High Resolution Signal B No Pulses
P0381,"Bougie de préchauffage/Heater Circuit ""A"" Dysfonctionnement"
P0382,Bougie de préchauffage/Heater Indicator Circuit Dysfonctionnement
P0385,Recirculation des gaz d'échappement Débit Dysfonctionnement
P0386,Position du vilebrequin Capteur B Circuit Dysfonctionnement
P0387,Position du vilebrequin Capteur B Circuit Plage/performance
P0388,Position du vilebrequin Capteur B Circuit bas Input
P0389,Position du vilebrequin Capteur B Circuit haut Input
P0400,Position du vilebrequin Capteur B Circuit Intermittent
P0401,Recirculation des gaz d'échappement Débit Dysfonctionnement
P0402,Recirculation des gaz d'échappement Débit Insuffisant Détecté
P0403,Recirculation des gaz d'échappement Débit Excessif Détecté
P0404,Recirculation des gaz d'échappement Circuit Dysfonctionnement
P0405,Recirculation des gaz d'échappement Circuit Plage/performance
P0406,Recirculation des gaz d'échappement Capteur A Circuit bas
P0407,Recirculation des gaz d'échappement Capteur A Circuit haut
P0408,Recirculation des gaz d'échappement Capteur B Circuit bas
P0410,Recirculation des gaz d'échappement Capteur B Circuit haut
P0411,Système d'injection d'air secondaire Dysfonctionnement
P0412,Système d'injection d'air secondaire Incorrect Débit Détecté
P0413,Système d'injection d'air secondaire Interrupteuring Vanne A Circuit Dysfonctionnement
P0414,Système d'injection d'air secondaire Interrupteuring Vanne A Circuit ouvert
P0415,Système d'injection d'air secondaire Interrupteuring Vanne A Circuit Shorted
P0416,Système d'injection d'air secondaire Interrupteuring Vanne B Circuit Dysfonctionnement
P0417,Système d'injection d'air secondaire Interrupteuring Vanne B Circuit ouvert
P0418,Système d'injection d'air secondaire Interrupteuring Vanne B Circuit Shorted
P0419,"Système d'injection d'air secondaire Relais ""A"" Circuit Dysfonctionnement"
P0420,"Système d'injection d'air secondaire Relais ""B"" Circuit Dysfonctionnement"
P0421,Efficacité du système catalytique En dessous du seuil (Banc 1)
P0422,Warm Up Catalyst Efficacité En dessous du seuil (Banc 1)
P0423,Main Catalyst Efficacité En dessous du seuil (Banc 1)
P0424,Catalyseur chauffé Efficacité En dessous du seuil (Banc 1)
P0426,Catalyseur chauffé Température En dessous du seuil (Banc 1)
P0427,Catalyst Température Capteur Plage/performance (Banc 1)
P0428,Catalyst Température Capteur Signal d'entrée faible (Banc 1)
P0430,Catalyst Température Capteur Signal d'entrée élevé (Banc 1)
P0431,Efficacité du système catalytique En dessous du seuil (Banc 2)
P0432,Warm Up Catalyst Efficacité En dessous du seuil (Banc 2)
P0433,Main Catalyst Efficacité En dessous du seuil (Banc 2)
P0434,Catalyseur chauffé Efficacité En dessous du seuil (Banc 2)
P0436,Catalyseur chauffé Température En dessous du seuil (Banc 2)
P0437,Catalyst Température Capteur Plage/performance (Banc 2)
P0438,Catalyst Température Capteur Signal d'entrée faible (Banc 2)
P0440,Catalyst Température Capteur Signal d'entrée élevé (Banc 2)
P0441,Système de contrôle des émissions par évaporation Dysfonctionnement
P0442,Système de contrôle des émissions par évaporation Incorrect Purge Débit
P0443,Système de contrôle des émissions par évaporation Fuite Détecté (small leak)
P0444,Système de contrôle des émissions par évaporation Purge Contrôle Vanne Circuit Dysfonctionnement
P0445,Système de contrôle des émissions par évaporation Purge Contrôle Vanne Circuit ouvert
P0446,Système de contrôle des émissions par évaporation Purge Contrôle Vanne Circuit Shorted
P0447,Système de contrôle des émissions par évaporation Évent Contrôle Circuit Dysfonctionnement
P0448,Système de contrôle des émissions par évaporation Évent Contrôle Circuit ouvert
P0449,Système de contrôle des émissions par évaporation Évent Contrôle Circuit Shorted
P0450,Système de contrôle des émissions par évaporation Évent Vanne/Solénoïde Circuit Dysfonctionnement
P0451,Système de contrôle des émissions par évaporation Pression Capteur Dysfonctionnement
P0452,Système de contrôle des émissions par évaporation Pression Capteur Plage/performance
P0453,Système de contrôle des émissions par évaporation Pression Capteur Signal d'entrée faible
P0454,Système de contrôle des émissions par évaporation Pression Capteur Signal d'entrée élevé
P0455,Système de contrôle des émissions par évaporation Pression Capteur Intermittent
P0460,Système de contrôle des émissions par évaporation Fuite Détecté (gross leak)
P0461,Fuel Niveau Capteur Circuit Dysfonctionnement
P0462,Fuel Niveau Capteur Circuit Plage/performance
P0463,Fuel Niveau Capteur Circuit bas Input
P0464,Fuel Niveau Capteur Circuit haut Input
P0465,Fuel Niveau Capteur Circuit Intermittent
P0466,Purge Débit Capteur Circuit Dysfonctionnement
P0467,Purge Débit Capteur Circuit Plage/performance
P0468,Purge Débit Capteur Circuit bas Input
P0469,Purge Débit Capteur Circuit haut Input
P0470,Purge Débit Capteur Circuit Intermittent
P0471,Exhaust Pression Capteur Dysfonctionnement
P0472,Exhaust Pression Capteur Plage/performance
P0473,Exhaust Pression Capteur Low
P0474,Exhaust Pression Capteur High
P0475,Exhaust Pression Capteur Intermittent
P0476,Exhaust Pression Contrôle Vanne Dysfonctionnement
P0477,Exhaust Pression Contrôle Vanne Plage/performance
P0478,Exhaust Pression Contrôle Vanne Low
P0479,Exhaust Pression Contrôle Vanne High
P0480,Exhaust Pression Contrôle Vanne Intermittent
P0481,Cooling Fan 1 Contrôle Circuit Dysfonctionnement
P0482,Cooling Fan 2 Contrôle Circuit Dysfonctionnement
P0483,Cooling Fan 3 Contrôle Circuit Dysfonctionnement
P0484,Cooling Fan Rationality Check Dysfonctionnement
P0485,Cooling Fan Circuit Over Courant
P0500,Cooling Fan Puissance/Alimentation/Masse Circuit Dysfonctionnement
P0501,Capteur de vitesse du véhicule Dysfonctionnement
P0502,Capteur de vitesse du véhicule Plage/performance
P0503,Capteur de vitesse du véhicule Signal d'entrée faible
P0505,Capteur de vitesse du véhicule Intermittent/Erratic/High
P0506,Système de contrôle du ralenti Dysfonctionnement
P0507,Système de contrôle du ralenti RPM Lower Than Expected
P0510,Système de contrôle du ralenti RPM Higher Than Expected
P0520,Closed Throttle Position Interrupteur Dysfonctionnement
P0521,Engine Oil Pression Capteur/Interrupteur Circuit Dysfonctionnement
P0522,Engine Oil Pression Capteur/Interrupteur Circuit Plage/performance
P0523,Engine Oil Pression Capteur/Interrupteur Circuit Tension faible
P0530,Engine Oil Pression Capteur/Interrupteur Circuit Tension élevée
P0531,Réfrigérant de climatisation Pression Capteur Circuit Dysfonctionnement
P0532,Réfrigérant de climatisation Pression Capteur Circuit Plage/performance
P0533,Réfrigérant de climatisation Pression Capteur Circuit bas Input
P0534,Réfrigérant de climatisation Pression Capteur Circuit haut Input
P0550,Air Conditioner Refrigerant Charge Perte
P0551,Puissance/Alimentation Steering Pression Capteur Circuit Dysfonctionnement
P0552,Puissance/Alimentation Steering Pression Capteur Circuit Plage/performance
P0553,Puissance/Alimentation Steering Pression Capteur Circuit bas Input
P0554,Puissance/Alimentation Steering Pression Capteur Circuit haut Input
P0560,Puissance/Alimentation Steering Pression Capteur Circuit Intermittent
P0561,Système Tension Dysfonctionnement
P0562,Système Tension Unstable
P0563,Climatisation pressure sensor low voltage(Chrysler)
P0565,Système Tension High
P0566,Régulateur de vitesse On Signal Dysfonctionnement
P0567,Régulateur de vitesse Off Signal Dysfonctionnement
P0568,Régulateur de vitesse Resume Signal Dysfonctionnement
P0569,Régulateur de vitesse Set Signal Dysfonctionnement
P0570,Régulateur de vitesse Coast Signal Dysfonctionnement
P0571,Régulateur de vitesse Accel Signal Dysfonctionnement
P0572,Régulateur de vitesse/Interrupteur de frein A Circuit Dysfonctionnement
P0573,Régulateur de vitesse/Interrupteur de frein A Circuit bas
P0574,Régulateur de vitesse/Interrupteur de frein A Circuit haut
P0575,Régulateur de vitesse Related Dysfonctionnement
P0576,Régulateur de vitesse Related Dysfonctionnement
P0578,Régulateur de vitesse Related Dysfonctionnement
P0579,Régulateur de vitesse Related Dysfonctionnement
P0580,Régulateur de vitesse Related Dysfonctionnement
P0600,Régulateur de vitesse Related Dysfonctionnement
P0601,Serial Communication Link Dysfonctionnement
P0602,Module de contrôle Read Only Memory(ROM)
P0603,Module de contrôle Programming Erreur
P0604,Internal Module de contrôle Keep Alive Memory (KAM) Erreur
P0605,Internal Module de contrôle Random Access Memory (RAM) Erreur
P0606,Internal Module de contrôle Read Only Memory (ROM) Erreur
P0608,PCM Processor Défaut
P0609,"Module de contrôle CVV Output ""A"" Dysfonctionnement"
P0620,"Module de contrôle CVV Output ""B"" Dysfonctionnement"
P0621,Generator Contrôle Circuit Dysfonctionnement
P0622,"Generator Lamp ""L"" Contrôle Circuit Dysfonctionnement"
P0650,"Generator Field ""F"" Contrôle Circuit Dysfonctionnement"
P0654,Dysfonctionnement Indicator Lamp (MIL) Contrôle Circuit Dysfonctionnement
P0655,Engine RPM Output Circuit Dysfonctionnement
P0656,Engine Hot Lamp Output Contrôle Circuit Malfucntion
P0700,Fuel Niveau Output Circuit Dysfonctionnement
P0701,Transmission Contrôle Système Dysfonctionnement
P0702,Transmission Contrôle Système Plage/performance
P0703,Transmission Contrôle Système Electrical
P0704,Convertisseur de couple/Interrupteur de frein B Circuit Dysfonctionnement
P0705,Interrupteur d'embrayage Input Circuit Dysfonctionnement
P0706,Transmission Range Capteur Circuit malfunction (PRNDL Input)
P0707,Transmission Range Capteur Circuit Plage/performance
P0708,Transmission Range Capteur Circuit bas Input
P0709,Transmission Range Capteur Circuit haut Input
P0710,Transmission Range Capteur Circuit Intermittent
P0711,Transmission Fluid Température Capteur Circuit Dysfonctionnement
P0712,Transmission Fluid Température Capteur Circuit Plage/performance
P0713,Transmission Fluid Température Capteur Circuit bas Input
P0714,Transmission Fluid Température Capteur Circuit haut Input
P0715,Transmission Fluid Température Capteur Circuit Intermittent
P0716,Capteur de vitesse d'entrée/turbine Circuit Dysfonctionnement
P0717,Capteur de vitesse d'entrée/turbine Circuit Plage/performance
P0718,Capteur de vitesse d'entrée/turbine Circuit No Signal
P0719,Capteur de vitesse d'entrée/turbine Circuit Intermittent
P0720,Convertisseur de couple/Interrupteur de frein B Circuit bas
P0721,Capteur de vitesse de sortie Circuit Dysfonctionnement
P0722,Capteur de vitesse de sortie Plage/performance
P0723,Capteur de vitesse de sortie No Signal
P0724,Capteur de vitesse de sortie Intermittent
P0725,Convertisseur de couple/Interrupteur de frein B Circuit haut
P0726,Engine Vitesse input Circuit Dysfonctionnement
P0727,Engine Vitesse Input Circuit Plage/performance
P0728,Engine Vitesse Input Circuit No Signal
P0730,Engine Vitesse Input Circuit Intermittent
P0731,Incorrect Rapport de boîte Ratio
P0732,Rapport de boîte 1 Incorrect ratio
P0733,Rapport de boîte 2 Incorrect ratio
P0734,Rapport de boîte 3 Incorrect ratio
P0735,Rapport de boîte 4 Incorrect ratio
P0736,Rapport de boîte 5 Incorrect ratio
P0740,Reverse incorrect gear ratio
P0741,Convertisseur de couple Clutch Circuit Malfuction
P0742,Convertisseur de couple Clutch Circuit Performance or Bloqué Off
P0743,Convertisseur de couple Clutch Circuit Bloqué On
P0744,Convertisseur de couple Clutch Circuit Electrical
P0745,Convertisseur de couple Clutch Circuit Intermittent
P0746,Solénoïde de contrôle de pression Dysfonctionnement
P0747,Solénoïde de contrôle de pression Performance or Bloqué Off
P0748,Solénoïde de contrôle de pression Bloqué On
P0749,Solénoïde de contrôle de pression Electrical
P0750,Solénoïde de contrôle de pression Intermittent
P0751,Solénoïde de changement de rapport A Dysfonctionnement
P0752,Solénoïde de changement de rapport A Performance or Bloqué Off/
P0753,1-2 Solénoïde de changement de rapport Vanne Performance
P0754,Solénoïde de changement de rapport A Bloqué On
P0755,Solénoïde de changement de rapport A Electrical/
P0756,1-2 Solénoïde de changement de rapport Circuit Electrical
P0757,Solénoïde de changement de rapport A Intermittent
P0758,Solénoïde de changement de rapport B Dysfonctionnement
P0759,Solénoïde de changement de rapport B Performance or Bloqué Off/
P0760,2-3 Solénoïde de changement de rapport Vanne Performance
P0761,Solénoïde de changement de rapport B Bloqué On
P0762,Solénoïde de changement de rapport B Electrical/ 2-3 Solénoïde de changement de rapport Circuit Electrical
P0763,Solénoïde de changement de rapport B Intermittent
P0764,Solénoïde de changement de rapport C Dysfonctionnement
P0765,Solénoïde de changement de rapport C Performance or Bloqué Off
P0766,Solénoïde de changement de rapport C Bloqué On
P0767,Solénoïde de changement de rapport C Electrical
P0768,Solénoïde de changement de rapport C Intermittent
P0769,Solénoïde de changement de rapport D Dysfonctionnement
P0770,Solénoïde de changement de rapport D Performance or Bloqué Off
P0771,Solénoïde de changement de rapport D Bloqué On
